Plant_ID,Scientific_Name,Common_Names,Genus,Family,Plant_Type,Native_Region
1040,Eucalyptus petrensis,"limestone mallee, straggly mallee, koodjat",Eucalyptus,Myrtaceae,Tree,"limestone mallee, straggly mallee, koodjat"
1041,Eucalyptus phaenophylla,"common southern mallee
Eucalyptus phaenophylla subsp. interjacens Brooker & Hopper
Eucalyptus phaenophylla Brooker & Hopper subsp. phaenophylla",Eucalyptus,Myrtaceae,Tree,"common southern mallee
Eucalyptus phaenophylla subsp. interjacens Brooker & Hopper
Eucalyptus phaenophylla Brooker & Hopper subsp. phaenophylla"
1042,Eucalyptus phenax,"green dumosa mallee, white mallee
Eucalyptus phenax subsp. compressa D.Nicolle
Eucalyptus phenax Brooker & Slee subsp. phenax",Eucalyptus,Myrtaceae,Tree,"green dumosa mallee, white mallee
Eucalyptus phenax subsp. compressa D.Nicolle
Eucalyptus phenax Brooker & Slee subsp. phenax"
1043,Eucalyptus phoenicea,"scarlet gum, gnaingar, ngainggar",Eucalyptus,Myrtaceae,Tree,"scarlet gum, gnaingar, ngainggar"
1044,Eucalyptus phoenix,brumby mallee-gum,Eucalyptus,Myrtaceae,Tree,brumby mallee-gum
1045,Eucalyptus × phylacis,Meelup mallee,Eucalyptus,Myrtaceae,Tree,Meelup mallee
1046,Eucalyptus pilbarensis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1047,Eucalyptus pileata,capped mallee,Eucalyptus,Myrtaceae,Tree,capped mallee
1048,Eucalyptus pilularis,blackbutt,Eucalyptus,Myrtaceae,Tree,blackbutt
1049,Eucalyptus pimpiniana,pimpin mallee,Eucalyptus,Myrtaceae,Tree,pimpin mallee
1050,Eucalyptus piperita,"Sydney peppermint, urn-fruited peppermint",Eucalyptus,Myrtaceae,Tree,"Sydney peppermint, urn-fruited peppermint"
1051,Eucalyptus placita,grey ironbark,Eucalyptus,Myrtaceae,Tree,grey ironbark
1052,Eucalyptus planchoniana,"needlebark stringybark, bastard tallowwood",Eucalyptus,Myrtaceae,Tree,"needlebark stringybark, bastard tallowwood"
1053,Eucalyptus planipes,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1054,Eucalyptus platycorys,Boorabbin mallee,Eucalyptus,Myrtaceae,Tree,Boorabbin mallee
1055,Eucalyptus platydisca,Jimberlana mallee,Eucalyptus,Myrtaceae,Tree,Jimberlana mallee
1056,Eucalyptus platyphylla,poplar gum or white gum,Eucalyptus,Myrtaceae,Tree,poplar gum or white gum
1057,Eucalyptus platypus,"moort, maalok
Eucalyptus platypus subsp. congregata Brooker & Hopper
Eucalyptus platypus Hook.f. subsp. platypus",Eucalyptus,Myrtaceae,Tree,"moort, maalok
Eucalyptus platypus subsp. congregata Brooker & Hopper
Eucalyptus platypus Hook.f. subsp. platypus"
1058,Eucalyptus pleurocarpa,"tallerack, talyerock, tallerack",Eucalyptus,Myrtaceae,Tree,"tallerack, talyerock, tallerack"
1059,Eucalyptus pleurocorys,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1060,Eucalyptus pluricaulis,"purple-leaved mallee
Eucalyptus pluricaulis Brooker & Hopper subsp. pluricaulis
Eucalyptus pluricaulis subsp. porphyrea Brooker & Hopper",Eucalyptus,Myrtaceae,Tree,"purple-leaved mallee
Eucalyptus pluricaulis Brooker & Hopper subsp. pluricaulis
Eucalyptus pluricaulis subsp. porphyrea Brooker & Hopper"
1061,Eucalyptus polita,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1062,Eucalyptus polyanthemos,"red box
Eucalyptus polyanthemos subsp. longior  Brooker & Slee
Eucalyptus polyanthemos subsp. marginalis  Rule
Eucalyptus polyanthemos Schauer subsp. polyanthemos
Eucalyptus polyanthemos subsp. vestita  L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"red box
Eucalyptus polyanthemos subsp. longior  Brooker & Slee
Eucalyptus polyanthemos subsp. marginalis  Rule
Eucalyptus polyanthemos Schauer subsp. polyanthemos
Eucalyptus polyanthemos subsp. vestita  L.A.S.Johnson & K.D.Hill"
1063,Eucalyptus polybractea,"blue-leaved mallee, blue mallee",Eucalyptus,Myrtaceae,Tree,"blue-leaved mallee, blue mallee"
1064,Eucalyptus populnea,"poplar box, bimble box, bimbil box",Eucalyptus,Myrtaceae,Tree,"poplar box, bimble box, bimbil box"
1065,Eucalyptus porosa,"mallee box, Quorn mallee, water mallee",Eucalyptus,Myrtaceae,Tree,"mallee box, Quorn mallee, water mallee"
1066,Eucalyptus praetermissa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1067,Eucalyptus prava,orange gum,Eucalyptus,Myrtaceae,Tree,orange gum
1068,Eucalyptus preissiana,"bell-fruited mallee
Eucalyptus preissiana subsp. lobata  Brooker & Slee
Eucalyptus preissiana Schauer subsp. preissiana",Eucalyptus,Myrtaceae,Tree,"bell-fruited mallee
Eucalyptus preissiana subsp. lobata  Brooker & Slee
Eucalyptus preissiana Schauer subsp. preissiana"
1069,Eucalyptus prolixa,square-fruited mallet,Eucalyptus,Myrtaceae,Tree,square-fruited mallet
1070,Eucalyptus prominens,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1071,Eucalyptus propinqua,"grey gum, small-fruited grey gum",Eucalyptus,Myrtaceae,Tree,"grey gum, small-fruited grey gum"
1072,Eucalyptus protensa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1073,Eucalyptus provecta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1074,Eucalyptus proxima,"nodding mallee, red-flowered mallee",Eucalyptus,Myrtaceae,Tree,"nodding mallee, red-flowered mallee"
1075,Eucalyptus pruiniramis,"Jingymia gum, midlands gum",Eucalyptus,Myrtaceae,Tree,"Jingymia gum, midlands gum"
1076,Eucalyptus pruinosa,"silver box, silver leaf box, apple box, smoke tree
Eucalyptus pruinosa subsp. pruinosa
Eucalyptus pruinosa subsp. tenuata  L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"silver box, silver leaf box, apple box, smoke tree
Eucalyptus pruinosa subsp. pruinosa
Eucalyptus pruinosa subsp. tenuata  L.A.S.Johnson & K.D.Hill"
1077,Eucalyptus psammitica,bastard white mahogany,Eucalyptus,Myrtaceae,Tree,bastard white mahogany
1078,Eucalyptus pterocarpa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1079,Eucalyptus pulchella,"white peppermint, narrow-leaved peppermint",Eucalyptus,Myrtaceae,Tree,"white peppermint, narrow-leaved peppermint"
1080,Eucalyptus pulverulenta,silver-leaved mountain gum,Eucalyptus,Myrtaceae,Tree,silver-leaved mountain gum
1081,Eucalyptus pumila,Pokolbin mallee,Eucalyptus,Myrtaceae,Tree,Pokolbin mallee
1082,Eucalyptus punctata,grey gum,Eucalyptus,Myrtaceae,Tree,grey gum
1083,Eucalyptus purpurata,Bandalup silver mallet,Eucalyptus,Myrtaceae,Tree,Bandalup silver mallet
1084,Eucalyptus pyrenea,Pyrenees gum,Eucalyptus,Myrtaceae,Tree,Pyrenees gum
1085,Eucalyptus pyriformis,"pear-fruited mallee, Dowerin rose",Eucalyptus,Myrtaceae,Tree,"pear-fruited mallee, Dowerin rose"
1086,Eucalyptus pyrocarpa,large-fruited blackbutt,Eucalyptus,Myrtaceae,Tree,large-fruited blackbutt
1087,Eucalyptus quadrangulata,"white-topped box, coast white box",Eucalyptus,Myrtaceae,Tree,"white-topped box, coast white box"
1088,Eucalyptus quadrans,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1089,Eucalyptus quadricostata,square-fruited ironbark,Eucalyptus,Myrtaceae,Tree,square-fruited ironbark
1090,Eucalyptus quaerenda,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1091,Eucalyptus quinniorum,monkey gum,Eucalyptus,Myrtaceae,Tree,monkey gum
1092,Eucalyptus racemosa,"snappy gum, narrow-leaved scribbly gum",Eucalyptus,Myrtaceae,Tree,"snappy gum, narrow-leaved scribbly gum"
1093,Eucalyptus radiata,"narrow-leaved peppermint, Forth River peppermint,
Eucalyptus radiata Sieber ex DC. subsp. radiata
Eucalyptus radiata subsp. robertsonii (Blakely) L.A.S.Johnson & Blaxell
Eucalyptus radiata subsp. sejuncta L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"narrow-leaved peppermint, Forth River peppermint,
Eucalyptus radiata Sieber ex DC. subsp. radiata
Eucalyptus radiata subsp. robertsonii (Blakely) L.A.S.Johnson & Blaxell
Eucalyptus radiata subsp. sejuncta L.A.S.Johnson & K.D.Hill"
1094,Eucalyptus rameliana,Ramel's mallee,Eucalyptus,Myrtaceae,Tree,Ramel's mallee
1095,Eucalyptus raveretiana,black ironbox,Eucalyptus,Myrtaceae,Tree,black ironbox
1096,Eucalyptus ravida,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1097,Eucalyptus recta,silver mallet,Eucalyptus,Myrtaceae,Tree,silver mallet
1098,Eucalyptus recurva,Mongarlowe mallee,Eucalyptus,Myrtaceae,Tree,Mongarlowe mallee
1099,Eucalyptus redimiculifera,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1100,Eucalyptus redunca,black marlock,Eucalyptus,Myrtaceae,Tree,black marlock
1101,Eucalyptus regnans,"mountain ash, swamp gum, stringy gum",Eucalyptus,Myrtaceae,Tree,"mountain ash, swamp gum, stringy gum"
1102,Eucalyptus relicta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1103,Eucalyptus remota,"Kangaroo Island ash, Kangaroo Island mallee ash, Mount Taylor mallee",Eucalyptus,Myrtaceae,Tree,"Kangaroo Island ash, Kangaroo Island mallee ash, Mount Taylor mallee"
1104,Eucalyptus repullulans,chrysoprase mallee,Eucalyptus,Myrtaceae,Tree,chrysoprase mallee
1105,Eucalyptus resinifera,"red mahogany, red messmate
Eucalyptus resinifera subsp. hemilampra (F.Muell.) L.A.S.Johnson & K.D.Hill
Eucalyptus resinifera Sm. subsp. resinifera",Eucalyptus,Myrtaceae,Tree,"red mahogany, red messmate
Eucalyptus resinifera subsp. hemilampra (F.Muell.) L.A.S.Johnson & K.D.Hill
Eucalyptus resinifera Sm. subsp. resinifera"
1106,Eucalyptus retinens,Hillgrove box,Eucalyptus,Myrtaceae,Tree,Hillgrove box
1107,Eucalyptus retusa,Point Hood yate,Eucalyptus,Myrtaceae,Tree,Point Hood yate
1108,Eucalyptus rhodantha,"rose mallee
Eucalyptus rhodantha  var. petiolaris Blakely
Eucalyptus rhodantha Blakely & H.Steedman var. rhodantha",Eucalyptus,Myrtaceae,Tree,"rose mallee
Eucalyptus rhodantha  var. petiolaris Blakely
Eucalyptus rhodantha Blakely & H.Steedman var. rhodantha"
1109,Eucalyptus rhombica,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1110,Eucalyptus rhomboidea,diamond gum,Eucalyptus,Myrtaceae,Tree,diamond gum
1111,Eucalyptus rigens,"saltlake mallee, blue salt mallee",Eucalyptus,Myrtaceae,Tree,"saltlake mallee, blue salt mallee"
1112,Eucalyptus rigidula,stiff-leaved mallee,Eucalyptus,Myrtaceae,Tree,stiff-leaved mallee
1113,Eucalyptus risdonii,Risdon peppermint,Eucalyptus,Myrtaceae,Tree,Risdon peppermint
1114,Eucalyptus robusta,"swamp mahogany, swamp messmate",Eucalyptus,Myrtaceae,Tree,"swamp mahogany, swamp messmate"
1115,Eucalyptus rodwayi,swamp peppermint,Eucalyptus,Myrtaceae,Tree,swamp peppermint
1116,Eucalyptus rosacea,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1117,Eucalyptus rossii,"inland scribbly gum, white gum",Eucalyptus,Myrtaceae,Tree,"inland scribbly gum, white gum"
1118,Eucalyptus rowleyi,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1119,Eucalyptus roycei,Shark Bay mallee,Eucalyptus,Myrtaceae,Tree,Shark Bay mallee
1120,Eucalyptus rubida,"candlebark, ribbon gum, white gum
Eucalyptus rubida subsp. barbigerorum L.A.S.Johnson & K.D.Hill
Eucalyptus rubida H.Deane & Maiden subsp. rubida",Eucalyptus,Myrtaceae,Tree,"candlebark, ribbon gum, white gum
Eucalyptus rubida subsp. barbigerorum L.A.S.Johnson & K.D.Hill
Eucalyptus rubida H.Deane & Maiden subsp. rubida"
1121,Eucalyptus rubiginosa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1122,Eucalyptus rudderi,Rudder's box,Eucalyptus,Myrtaceae,Tree,Rudder's box
1123,Eucalyptus rudis,"flooded gum, moitch, colaille, gooloorto, koolert
Eucalyptus rudis subsp. cratyantha Brooker & Hopper
Eucalyptus rudis Endl. subsp. rudis",Eucalyptus,Myrtaceae,Tree,"flooded gum, moitch, colaille, gooloorto, koolert
Eucalyptus rudis subsp. cratyantha Brooker & Hopper
Eucalyptus rudis Endl. subsp. rudis"
1124,Eucalyptus rugosa,Kingscote mallee,Eucalyptus,Myrtaceae,Tree,Kingscote mallee
1125,Eucalyptus rugulata,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1126,Eucalyptus rummeryi,"steel box, Rummery's box, brown box",Eucalyptus,Myrtaceae,Tree,"steel box, Rummery's box, brown box"
1127,Eucalyptus rupestris,Prince Regent gum,Eucalyptus,Myrtaceae,Tree,Prince Regent gum
1128,Eucalyptus sabulosa,Wimmera scentbark,Eucalyptus,Myrtaceae,Tree,Wimmera scentbark
1129,Eucalyptus salicola,"salt gum, salt lake salmon gum, salt salmon gum",Eucalyptus,Myrtaceae,Tree,"salt gum, salt lake salmon gum, salt salmon gum"
1130,Eucalyptus saligna,Sydney blue gum or blue gum,Eucalyptus,Myrtaceae,Tree,Sydney blue gum or blue gum
1131,Eucalyptus salmonophloia,N/A,Eucalyptus,Myrtaceae,Tree,N/A
1132,Eucalyptus salubris,"gimlet, fluted gum tree, gimlet gum, silver-topped gimlet",Eucalyptus,Myrtaceae,Tree,"gimlet, fluted gum tree, gimlet gum, silver-topped gimlet"
